tweet,sentiment
Now I remembered the password,2
  sorry to hear that. Is is a 365?,1
sometimes i forget my favorite **** stars are real people too.  made orange chicken last night and cut his finger off! sad!,1
 i wish i could call but i live in the uk and i don`t have the cash to call,1
Field day is sad. No ribbons for me.,1
still sick  @ Home http://loopt.us/iArPRg.t,1
 i`ll go for wanda sykes,2
"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!",3
Hate to break every1`s heart but confirmation jus came in that Austin & Sophia do NOT & never had a twitter  another sad day!!,1
 Have fun amorsote even tho u forgot my bday which is today,2
 most likelyy. Just need to save the money and practice my **** off.,3
  damned hordies,1
"Euh, got LDAP Schema Error  Why oh Why",1
It worked. Cool AND the gang!,3
 Don`t worry you will have Ava to distract you on the flight,3
...aw i want classic burger.,2
"_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks",2
it always rains right after i get my car washed,3
 Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,2
TextMate crashed for the first time in 3 months. Not too bad actually  #textmate,2
"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",3
indian or the cowboy? actually considering going to the carnival,2
Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,3
 i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,3
 poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,2
" 'might be interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",3
"Boa tarde, chegay",2
 I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,3
Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,3
never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,2
Why am I completing facebook quizzes at this time of the morning... especially a friday morning,2
"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",1
"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",3
 loadsa shizze has happend  IM SO UPSET..,1
Just started raining in earnest... guess golf is off for today...,2
 It`s pretty warm out now! I forgot K was sick though.,2
finished a whole box of ice cream,2
170th update,2
dont go... im sorry for disappointing you,1
 The race was Saturday night. Jimmie didn`t do so great. He`s still in 3rd place,1
 happy birthday corey!!,3
sweet situations.,3
...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,2
"I`m officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",2
ugh! looks like it can rain any min now,1
Work till 6..then dreadful tv shopping cause mine broke,1
 morning hon. what you having for breakfast? I cant decide,2
editting **** on here in school is a drag. i give up lol ill do it at home. i wanna go home T-T my vida is so boring right now,1
" Well, at least you wont be late!",1
"Back from umpireing trainging, making dinner",2
 what I do now  anyhoo thanks for the *spank* :-O x,3
KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,1
 good night,3
"****, hi Facebook ? what`s wrong with you ? can`t add photos",1
I have to goto work now ahhh kill me  my life isn`t going the way I want it too atm. Ta ta kids x,1
  well its pouring here. Rly rly wet,1
Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,1
"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!",3
"okay, got the card, but my phone is **** up at the moment.  please use email to reach me, sorry",1
 Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,2
 Lol  It`s like you have a cult.. haha,3
Nighty night Twits! Tty in the morning...,2
http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,1
Bai KT and I have decided that at my Disney wedding we will have a parade and a mushroom trampoline float that KT and Bai will jump on,2
"Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk",1
http://bit.ly/GQdbD  one of the saddest songs I`ve ever heard,1
 nah i understand you cant cancel i just wanted you to come,3
I don`t think our ISP is too happy with us this weekend!,3
hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,1
Last week I had 516 hits on my guinea pig pictures on webshots! And I didn`t even promote them! Way to go,3
i am very very tired,1
Very good morning! Coffee and a taylor swift cd starts it off,3
Happy mother`s day everyone! still playing pet society!,3
http://twitpic.com/4jkes -   Here`s your follower count.,2
My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S,1
Ahhh mothers day  My first one YAY!!!,3
" Ha ha, might be - I`ve doubled my morning intake already in the last couple of days - now have a HUGE bowlful!",2
"Especially hard to get out of bed with myself this morn Cuz I`m hot  , Now running late stuck in front of the mirror checking Myself Out",1
"on my brothers phone, using the internet",2
Well goodnight all my twitter bugs sleep well,3
 Yups!  I still have a lot of pruning of unfollowers to do. It takes  time,2
 join the club dougie i have a cold too  x,1
day started off bad but got better,2
 yes 7.50 here thanks for the change obama. I have to start mail ordering again,2
" nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!",2
_0robertpatt Why do they do that?!,2
 that was awesome!!,3
  Joe and I loveee you.,3
our south style exhibition is on in less than a week  member fresh gallery otara!,2
 remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,3
I`m terrified about the surgery next week,1
 yeah they are basically awesome,3
 yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...,2
"Nooo! I`m ill  Must Have Paracetamol! Nice weather today, though.",2
 Sounds like a good five days,3
 u callin me grimmy,1
" Wishing you a very Happy Mother`s Day, Carina!!  Hugs...Joy",3
  are you not well?,2
 hope the presentation went well today?! tweet me if yr on campus tomorrow - I`ll be around from lunch time onwards,3
Miss the newest version on Glade on Debian..,1
Nobody`s home tonight. Except me. Alone. Sigh. Oh how I wish  was here,1
" I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!).",3
"It feels like it should be a Bank Holiday weekend!  I bet it is in France, they`re always on holiday...",2
 starbucks? I thought u were trying to b good?!,2
one last stop in Chicago before going back to Miami,2
i have much to learn,3
"To cap things off, the lower part of my back really hurts.",1
iPhone is doing that 'not opening downloaded apps' thing and I forgot my cord at home,1
Sitting at the doctor`s office.,2
 Guess I`d better look out for a new best friend once those VIP tickets have been used! You won`t want me anymore!,3
Ugly betty was sooooooo sad!!!,1
"Working from home today, my back is killing me  Doctor and then physio after later today.",1
 ay uuuu  happy mothers day,3
 Yes - it`s an article I wrote on my blog a while ago.,2
" Thanks for a great night, dear.  Perfectly completed my weekend.",3
My tongue still hurts.  I need to sleep!!!,1
wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,2
 ouch. I hate it when that happens.,1
Sneezing hurts my back.,1
  i`m sorry to hear that,1
Finished with MTML assignment  But didn`t like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!,2
"Oh my Lord, I have no idea if any of this **** I spout is getting to anyone",1
" ohh yes. I`ve rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby",2
 that`s sad,1
Wondering if I shouldn`t be gettin to bed about now...,2
couldn`t resist ? http://blip.fm/~5z7v3,2
 I would much rather you didn`t punch yourself in the face...it might hurt,1
Throwin` down in the kitchen like I do  making Rah`s illi Chili and Shalonda`s Bangin Cake,2
 at least after this you`ll be done!!,3
Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table,3
i love twitter,3
"_Lovato oh I see. Thanks for replying. anyway, how are you?",2
Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,3
watching this african music show on the tele  me loves ittttt,3
"My wife took my last ï¿½20, no McDonalds breakfast for me today",2
" as nerdy as I am, I just found out it was Star Wars day today!  I love you D",3
" nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",1
I really want to be a star...Hope Flawless will work,3
 yeah and in the tatami room!  kids + tatami dont mix,2
 lol! y does ur tweet sound like ur voice yelling at me  lol!,2
The bunny is longing for the hoodie she left in the car   brrr....,2
so yeah...i guess i dont get company this weekend  so who wants to come hang out?,2
chillen just started on twitter.,2
" Hello James, who are you",2
" yeah man, they brought it back on the market a couple years ago...it scarce through",1
 That doesn`t sound fun,1
"KERI HILSON- SLOW DANCE ROCKIN` THE **** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE **** DROPPER",3
_Milano Hey there  Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****,2
" hey u, no not yet  soon maybe tomorrow!",2
 yeah yeah gd night then,3
why do i turn red,2
" I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!",1
on my way to work! I am gonna miss general hospital,1
my iMac`s died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,1
